patent,frequency
5310997,163
5313306,163
5319866,163
5323393,163
5323778,163
5347263,163
5353332,163
5356413,163
5367520,163
5383467,163
5385583,163
5392937,163
5394274,163
5408542,163
5409688,163
5410646,163
5424952,163
5440240,163
5440336,163
5454812,163
5455166,163
5463564,163
5467406,163
5479652,163
5480424,163
5485103,163
5497479,163
5503613,163
5514152,163
5514907,163
5521631,163
5535375,163
5541419,163
5553239,163
5573534,163
5573543,163
5591922,163
5608722,163
5626614,163
5630304,163
5653691,163
5661591,163
5662713,163
5677196,163
5700270,163
5755942,163
5784555,163
5791347,163
5797900,163
5812947,163
5828840,163
5828844,163
5837454,163
5851063,163
5855680,163
5859878,163
5860074,163
5862345,163
5883426,163
5897911,163
5909183,163
5913856,163
5917925,163
5925060,163
5929786,163
5931907,163
5931908,163
5937063,163
5941773,163
5947363,163
5954732,163
5956509,163
5961514,163
5973444,163
6002480,163
6004306,163
6014644,163
6030881,163
6039650,163
6042597,163
6054071,163
6064763,163
6067525,163
6068638,163
6088702,163
6094681,163
6102909,163
6105962,163
6107653,163
6112227,163
6117154,163
6126686,163
6131120,163
6133871,163
6155117,163
6185541,163
6189096,163
6190403,163
6193152,163
6200134,163
6202053,163
6205359,163
6222460,163
6254642,163
6259369,163
6259962,163
6263335,163
6277072,163
6294839,163
6343278,163
6346074,163
6366988,163
6389151,163
6477395,163
6484203,163
650701,163
6515509,163
6530024,163
6554834,163
6554844,163
6570557,163
6574266,163
6584569,163
6640239,163
6646297,163
6648075,163
6658095,163
6668196,163
6714987,163
6721083,163
6725281,163
6811534,163
6859389,163
694290,163
6963867,163
6990453,163
7007239,163
7066254,163
D0503164,163
"""WO 2005/069055""",162
"""WO 2006/044490""",162
"""WO 99/12488""",162
"""WO 99/23976""",162
1034747,162
1053719,162
1055400,162
1428239,162
2001-272640,162
2001-281678,162
2002/0076212,162
2003/0191470,162
2004/0167572,162
3159601,162
3265765,162
3430155,162
345586,162
3520300,162
3596228,162
3691140,162
3813265,162
3853185,162
3911416,162
4028725,162
4054238,162
4146172,162
4204549,162
4267261,162
4273109,162
4303126,162
4380930,162
4437519,162
4443027,162
4456017,162
4468309,162
4491983,162
4499327,162
4513439,162
4524766,162
4552214,162
4553272,162
4588537,162
4593693,162
4601545,162
4603152,162
4604162,162
4630305,162
4644526,162
4651732,162
4694918,162
4723936,162
4743855,162
4747846,162
4750136,162
4769810,162
4810643,162
4838991,162
4863167,162
4868832,162
4907079,162
4916193,162
4932209,162
4935105,162
4950246,162
4967340,162
4984358,162
4985340,162
5020058,162
5021679,162
5042082,162
5059266,162
5089509,162
5090958,162
5096550,162
5100669,162
5103392,162
5115346,162
5118605,162
5128559,162
5163672,162
5177438,162
5188118,162
5188885,162
5204768,162
5214789,162
5217497,162
5226118,162
5237130,162
5257980,162
5259381,162
5273036,162
5305349,162
5311197,162
5311397,162
5319562,162
5324310,162
5334381,162
5341350,162
5346861,162
5352348,162
5424770,162
5428621,162
5432626,162
5450205,162
5451683,162
5471592,162
5473064,162
5477499,162
5499997,162
5519621,162
5519760,162
5522822,162
5540709,162
5549559,162
5552270,162
5571191,162
5572148,162
5573424,162
5574828,162
5584804,162
5596333,162
5607760,162
5615263,162
5625221,162
5633910,162
5637090,162
5642129,162
5646446,162
5652501,162
5680409,162
5691974,162
5696892,162
5712976,162
5713485,162
5717925,162
5719808,162
5721897,162
5726435,162
5737235,162
5742670,162
5752965,162
5754639,162
5758150,162
5764890,162
5781246,162
5787404,162
5790785,162
5802305,162
5828655,162
5831664,162
5857967,162
5860992,162
5868781,162
5870546,162
5870744,162
5883435,162
5886026,162
5894320,162
5897621,162
5913037,162
5920395,162
5925931,162
5933328,162
5933627,162
5933647,162
5935207,162
5938321,162
5940753,162
5950130,162
5965669,162
5971855,162
5989998,162
6013384,162
6024695,162
6030413,162
6066448,162
6072494,162
6074725,162
6099514,162
6131016,162
6131119,162
6134582,162
6176882,162
6192380,162
6201292,162
6210429,162
6215702,162
6224216,162
6264602,162
6285897,162
6314530,162
6330974,162
6355502,162
6356971,162
6383955,162
6385472,162
6398245,162
6413255,162
6466822,162
6482262,162
6494862,162
6495964,162
6528020,162
6578630,162
6620161,162
6660004,162
6697603,162
6760775,162
6775747,162
6796981,162
6802843,162
6849073,162
6960192,162
7132641,162
7226978,162
8-106101,162
8-171094,162
D0511342,162
"""0 923 953""",161
"""WO 03/007049""",161
"""WO 97/00647""",161
1034746,161
1080694,161
1082944,161
2002/0027001,161
2002/0040780,161
2002/0053431,161
2002/0106536,161
2004/0051094,161
2004/0210304,161
2005/0033278,161
2005/0093022,161
2005/0147920,161
2005/0184121,161
2244255,161
2819761,161
3135809,161
3191321,161
3302707,161
3551987,161
3662939,161
3691624,161
398295,161
4038987,161
4064296,161
4142517,161
4146924,161
4154246,161
4160020,161
4161784,161
4197266,161
4232679,161
4322685,161
4332980,161
4343931,161
4409724,161
4411655,161
4449596,161
4475123,161
4519522,161
4520113,161
4528311,161
4543100,161
4564903,161
4579455,161
4600007,161
4627052,161
4637895,161
4649504,161
4649563,161
4673394,161
4688105,161
4721601,161
4739478,161
4761269,161
4782328,161
4794028,161
4807222,161
4809679,161
4813426,161
4815079,161
4823234,161
4823812,161
4830939,161
4834675,161
4868750,161
4875478,161
4889412,161
4891503,161
4906070,161
4934369,161
4954371,161
4959774,161
4986354,161
4986545,161
4992850,161
4992938,161
4996574,161
5-154923,161
5-281562,161
5002054,161
5008930,161
5012411,161
5019769,161
5023243,161
5025335,161
5041095,161
5070215,161
5082830,161
5098522,161
5122156,161
5122690,161
5142407,161
5142680,161
5164598,161
5166556,161
5179571,161
5181910,161
5197328,161
5211647,161
5218619,161
5221335,161
5239480,161
5247932,161
5248312,161
5250063,161
5260986,161
5269784,161
5272518,161
5299121,161
5320639,161
5350104,161
5358486,161
5359724,161
5368304,161
5374268,161
5375596,161
5379344,161
5387327,161
5402336,161
5403333,161
5406643,161
5411551,161
5429628,161
5431408,161
5437673,161
5447841,161
5464395,161
5466786,161
5467763,161
5470334,161
5479168,161
5496879,161
5500365,161
5500650,161
5509888,161
5511726,161
5542916,161
5549117,161
5549619,161
5557721,161
5559504,161
5560013,161
5571167,161
5579372,161
5579491,161
5605798,161
5620415,161
5622824,161
5634267,161
5652802,161
5659742,161
5673382,161
5676662,161
5683806,161
5701055,161
5705018,161
5710630,161
5715548,161
5748780,161
5748954,161
5751548,161
5752957,161
5769812,161
5777229,161
5781894,161
5789320,161
5789487,161
5798693,161
5802463,161
5818438,161
5826025,161
5832464,161
5832503,161
5836503,161
5836966,161
5838563,161
5840246,161
5844808,161
5846261,161
5848802,161
5862481,161
5879074,161
5879173,161
5914671,161
5914941,161
5952641,161
5953005,161
5964295,161
5973598,161
5974150,161
5989238,161
5996015,161
5997384,161
6008126,161
6021409,161
6022362,161
6023724,161
6029144,161
6038552,161
6041315,161
6049796,161
6088450,161
6091203,161
6091930,161
6106548,161
6107960,161
6131096,161
6137164,161
6150717,161
6159215,161
6178505,161
6193873,161
6198479,161
6204139,161
6211462,161
6225146,161
6235024,161
6246320,161
6250738,161
627314,161
6275773,161
6287321,161
6363937,161
6385591,161
6389055,161
6428576,161
6452609,161
6470389,161
6482224,161
6487709,161
6508815,161
6514460,161
6514805,161
6518949,161
6563164,161
6564329,161
6567839,161
6594682,161
6607128,161
6618707,161
6624005,161
6642090,161
6655595,161
6680923,161
6706159,161
6714954,161
6723120,161
6814290,161
6853982,161
6919892,161
7121342,161
713774,161
732889,161
792145,161
887046,161
D0495695,161
"""WO 2005/069081""",160
10-247735,160
1034748,160
19623620,160
2001-209060,160
2001-222017,160
2001/0029425,160
2002/0143819,160
2003/0085034,160
2004/0254434,160
2005/0029502,160
2005/0134815,160
2231076,160
2528378,160
3048221,160
3600186,160
3683212,160
3717294,160
3776832,160
398031,160
4007355,160
4008717,160
4016218,160
4016881,160
4017798,160
4058401,160
4071424,160
4076656,160
4166452,160
4203166,160
4247106,160
4301530,160
4337480,160
4384918,160
4444892,160
4494230,160
4579618,160
4586513,160
4592090,160
4607637,160
4647974,160
4679000,160
4688195,160
4692798,160
4695713,160
4710181,160
4714992,160
4720426,160
4742464,160
4761684,160
4784023,160
4790294,160
4799199,160
4807620,160
4808925,160
4819824,160
4820912,160
4828543,160
4838552,160
4848467,160
4857999,160
4883458,160
4914571,160
4927623,160
4942454,160
4948564,160
4959314,160
4988815,160
4996707,160
4999582,160
5-281557,160
5063603,160
5084905,160
5085635,160
5091341,160
510648,160
5137845,160
5140161,160
5147815,160
5154245,160
5156315,160
5166952,160
5194133,160
5198380,160
5216861,160
5234433,160
5247423,160
5253248,160
5255680,160
5259366,160
5271928,160
5282244,160
5290289,160
5292362,160
5293250,160
5300106,160
5305239,160
5306666,160
5317507,160
5325873,160
5334356,160
5339821,160
5346493,160
5371675,160
5374787,160
5378230,160
5385064,160
5404295,160
5418717,160
5418844,160
5422574,160
5423882,160
5437811,160
5440335,160
5445658,160
5457377,160
5481553,160
5481570,160
5491495,160
5491524,160
5510118,160
5513636,160
5514785,160
5524180,160
5524244,160
5530740,160
5537105,160
5544040,160
5548637,160
5553615,160
5559313,160
5561380,160
5575803,160
5583725,160
5585112,160
5585865,160
5590354,160
5605272,160
5682186,160
5682524,160
5689708,160
5691846,160
5699513,160
5701167,160
5706097,160
5710503,160
5717913,160
5732275,160
5735263,160
5755577,160
5759102,160
5760478,160
5768271,160
5772531,160
5790946,160
5810804,160
5810808,160
5812531,160
5814043,160
5814079,160
5861583,160
5873066,160
5876373,160
5876399,160
5878139,160
5889672,160
5892824,160
5897567,160
59-138461,160
5905627,160
5914950,160
5916213,160
5917913,160
5922040,160
5930699,160
5930778,160
5932799,160
5934272,160
5938663,160
5953502,160
5960881,160
5970173,160
5972017,160
5975737,160
5981658,160
5994885,160
6014551,160
6025640,160
6026087,160
6031290,160
6040622,160
6045243,160
6045513,160
6049108,160
6063101,160
6076108,160
6076139,160
6078953,160
6085838,160
6097352,160
6098116,160
6112189,160
6132438,160
6142939,160
6146148,160
6149283,160
6160994,160
6175164,160
6182275,160
6185574,160
6197042,160
6203568,160
6215326,160
6216112,160
6245012,160
6245079,160
6287311,160
6311165,160
6315721,160
6375569,160
6407851,160
6428542,160
6439993,160
6442549,160
6445489,160
6452588,160
6463059,160
6473639,160
6482235,160
6510417,160
6563514,160
6566682,160
6581839,160
6601768,160
6611740,160
6621975,160
6632527,160
6661488,160
6746460,160
6760531,160
6892068,160
6893396,160
7013289,160
"""WO 00/41638""",159
"""WO 97/42888""",159
1159926,159
19532913,159
2001-166310,159
2001/0044588,159
2002/0028541,159
2002/0036089,159
2002/0038069,159
2002/0076508,159
2002/0130353,159
2003/0191415,159
2004/0015554,159
2004/0106859,159
2005/0042554,159
2006/0106381,159
2008/0287764,159
2534846,159
2823218,159
3016053,159
3565985,159
4081754,159
4100377,159
4207874,159
4240411,159
4265991,159
4286033,159
4291110,159
4301412,159
4348656,159
4386436,159
4391904,159
4414624,159
4475548,159
4518548,159
4521014,159
4522803,159
4530067,159
4545435,159
4548926,159
4601861,159
4641005,159
4658351,159
4663824,159
4734907,159
4748658,159
4761699,159
4769038,159
4786352,159
4793355,159
4794392,159
4809694,159
4829100,159
4833702,159
4854263,159
4858930,159
4893160,159
4893307,159
4898471,159
4902280,159
4905163,159
4913142,159
4917102,159
4919128,159
4924078,159
4924216,159
4929241,159
4932042,159
4952213,159
4990154,159
4992385,159
4995086,159
5003621,159
5011515,159
5020219,159
5025445,159
5046043,159
5057695,159
5059899,159
5070886,159
5088971,159
5112050,159
5120953,159
5139261,159
5149321,159
5161532,159
5162445,159
5175808,159
5176660,159
5197955,159
5212684,159
5212765,159
5217021,159
5239575,159
5241060,159
5243598,159
5248919,159
5273535,159
5275565,159
5289183,159
5293642,159
5301287,159
5316008,159
5322055,159
5334215,159
5350357,159
5354556,159
5366473,159
5379419,159
5382248,159
5391517,159
5394875,159
5402347,159
5405511,159
5406260,159
5410543,159
5414287,159
5414439,159
5416508,159
5420916,159
5429132,159
5436622,159
5454823,159
5485176,159
5491780,159
5492858,159
5493694,159
5494106,159
5506984,159
5508368,159
5517655,159
5529914,159
5540853,159
5544203,159
5552469,159
5571403,159
5581276,159
5613495,159
5619558,159
5626609,159
5642261,159
5643171,159
5650831,159
5653756,159
5656186,159
5656858,159
5671280,159
5682379,159
5699056,159
5714978,159
5719771,159
5724510,159
5733206,159
5744515,159
5761301,159
5764687,159
5764897,159
5774877,159
5774882,159
5776064,159
5777580,159
5779665,159
5781629,159
5784507,159
5785659,159
5793818,159
5799287,159
5800350,159
5800465,159
5812134,159
5820630,159
5821513,159
5822856,159
5828876,159
5836968,159
5838907,159
5844554,159
5860425,159
5860951,159
5878411,159
5896499,159
59-195222,159
5915243,159
5918016,159
5923884,159
5927714,159
5944794,159
5957124,159
5961545,159
5966663,159
5988862,159
5990469,159
5994710,159
6-313870,159
60-111221,159
6017365,159
6024096,159
6033974,159
6036774,159
6037664,159
6039969,159
6044471,159
6061593,159
6068752,159
6072227,159
6072994,159
6097722,159
6102856,159
6128414,159
6138126,159
6167296,159
6172797,159
6175345,159
6176413,159
6195679,159
6195694,159
6201262,159
6209124,159
6224486,159
6243831,159
6256522,159
6272537,159
6285989,159
6287316,159
6290721,159
6309391,159
6331762,159
6356920,159
6373817,159
6415421,159
6418441,159
6422687,159
6428189,159
6453327,159
6491666,159
6553129,159
6559525,159
6591310,159
6597954,159
6608268,159
6662642,159
6669093,159
6679882,159
6691156,159
6775267,159
6880633,159
7020017,159
7067893,159
728883,159
92229,159
945837,159
D0492276,159
"""1 273 314""",158
"""WO 97/06958""",158
"""WO 98/27880""",158
1330987,158
2002/0138401,158
2003/0009382,158
2005/0205108,158
2414719,158
2682873,158
3645835,158
3804169,158
3921641,158
3944798,158
3970992,158
4053381,158
4058400,158
4059461,158
4161692,158
4169476,158
4172458,158
4200104,158
4237484,158
4247508,158
427291,158
4305059,158
4369769,158
4401054,158
4436684,158
4446232,158
4470915,158
4590042,158
4599353,158
4614945,158
4616898,158
4636866,158
4648937,158
4656083,158
4673957,158
4679189,158
4729098,158
4737144,158
4748453,158
4760025,158
4827911,158
4834985,158
4836733,158
4838857,158
4847641,158
4877326,158
4888877,158
4896671,158
4912416,158
4929893,158
5011691,158
5015249,158
5023252,158
5027241,158
5041098,158
5053033,158
506232,158
5063327,158
5071418,158
5073373,158
5078702,158
5108395,158
5142383,158
5150432,158
5184306,158
5184616,158
5186670,158
5189751,158
5195955,158
5218676,158
5225366,158
5225712,158
5233215,158
5233626,158
5235601,158
5242456,158
5245790,158
5261918,158
5280300,158
5287205,158
5293170,158
5293398,158
5295483,158
5297039,158
5297364,158
5298015,158
5304112,158
5308438,158
5313582,158
5318583,158
5319363,158
5325167,158
5326960,158
5375979,158
5386341,158
5392244,158
5393524,158
5403328,158
5408655,158
5410754,158
5417981,158
5418837,158
5420593,158
5437291,158
5437680,158
5463374,158
5475792,158
5501227,158
5515426,158
5528263,158
5530420,158
5530828,158
5531676,158
5562713,158
5565658,158
5566291,158
5568477,158
5574906,158
5575526,158
5577087,158
5586304,158
5591229,158
5596992,158
5599638,158
5602868,158
5630204,158
5631897,158
5640133,158
5647873,158
5657429,158
5660836,158
5666538,158
5670322,158
5682061,158
5706191,158
5728074,158
5729410,158
5734831,158
5747180,158
5752766,158
5774829,158
5774880,158
5783808,158
5787246,158
5789271,158
5793771,158
5794229,158
5797515,158
5797877,158
5807391,158
5809246,158
5811487,158
5815525,158
5821615,158
5824030,158
5838910,158
5841692,158
5845147,158
5873822,158
5878230,158
5900676,158
5908073,158
5919198,158
5924424,158
5928389,158
5931791,158
5931832,158
5951576,158
5952922,158
5954640,158
5960792,158
5963788,158
5978707,158
5987471,158
5990566,158
5993378,158
5995916,158
6002760,158
6004348,158
6008070,158
6009412,158
6041777,158
6042559,158
6047330,158
6097531,158
6098985,158
6101176,158
6112818,158
6122351,158
6136212,158
6137467,158
6149441,158
6152369,158
6172990,158
6180427,158
6181545,158
6204529,158
6210402,158
6220961,158
6228083,158
6230059,158
6230287,158
6247128,158
6249227,158
6263446,158
6264560,158
6275231,158
6292830,158
6306610,158
6317750,158
6324569,158
6332193,158
6339707,158
6341271,158
6367074,158
6393484,158
6424249,158
6487566,158
6526298,158
6546269,158
6575905,158
6576921,158
6675809,158
6733525,158
6738978,158
6740059,158
6965791,158
6990513,158
7018319,158
7037344,158
7055747,158
7111769,158
7278983,158
"""WO 96/32265""",157
"""WO 99/03408""",157
2001-133799,157
2001-282126,157
2001-356353,157
2002/0077661,157
2002/0100036,157
2004/0064351,157
2004/0143332,157
2004/0205473,157
2004/0235520,157
2006/0059107,157
2007/0194379,157
2007/0235331,157
2008/0169328,157
2008/0306444,157
2495286,157
3308069,157
364216,157
3710795,157
3789096,157
3871014,157
3882852,157
3909708,157
3937474,157
3941127,157
4008619,157
4017858,157
4059115,157
4153661,157
4283708,157
4303083,157
4305101,157
4361877,157
4446634,157
4476870,157
4479989,157
4505273,157
4534024,157
4581762,157
4585652,157
4621339,157
4640810,157
4650803,157
4660166,157
4670763,157
4710876,157
4712562,157
4748979,157
4759756,157
4775619,157
4777544,157
4792336,157
4799768,157
4801295,157
4827929,157
4837049,157
4838883,157
4849700,157
4853785,157
4862246,157
4871917,157
4876115,157
4882777,157
4883068,157
4910591,157
4914058,157
4914651,157
4937763,157
4948442,157
4949719,157
4953060,157
4956313,157
4970655,157
5-5106,157
5000734,157
5002563,157
5006792,157
5010627,157
5010894,157
5014449,157
5026387,157
5038283,157
5044706,157
5070474,157
5085660,157
5091320,157
5098184,157
5106368,157
5116051,157
5120548,157
5135489,157
5141790,157
5156810,157
5184620,157
5191613,157
5201047,157
5209737,157
5221833,157
5221982,157
5227985,157
5231293,157
5241224,157
5245533,157
5272511,157
5284796,157
5295078,157
5302902,157
5303379,157
5303388,157
5305244,157
5305435,157
5311451,157
5312417,157
5325845,157
5344415,157
5345439,157
5348008,157
5355357,157
5359659,157
5364400,157
5370691,157
5381302,157
5385553,157
5386285,157
5390325,157
5394556,157
5401376,157
5405322,157
5406263,157
5423847,157
5424245,157
5425090,157
5427097,157
5428130,157
5438477,157
5438607,157
5442790,157
5444794,157
5467403,157
5479033,157
5479479,157
5487999,157
5491743,157
5524230,157
5528148,157
5537414,157
5540828,157
5542078,157
5549654,157
5555496,157
5556421,157
5558339,157
5560385,157
5572052,157
5573520,157
5584868,157
5585896,157
5587943,157
5592939,157
5600775,157
5626607,157
5634010,157
5640953,157
5644740,157
5653727,157
5656503,157
5659793,157
5673401,157
5674786,157
5687194,157
5689229,157
5689506,157
5689651,157
5690681,157
5692165,157
5695522,157
5705929,157
5713953,157
5714395,157
5716370,157
5716377,157
5717737,157
5723003,157
5723899,157
5726524,157
5727060,157
5735811,157
5761618,157
5771283,157
5772511,157
5772669,157
5782899,157
5793308,157
5799072,157
5801105,157
5807243,157
5807792,157
5817102,157
5817540,157
5818603,157
5818630,157
5821763,157
5823788,157
5828080,157
5845299,157
5847698,157
5848064,157
5851147,157
5870456,157
5872810,157
5878223,157
5902301,157
5912818,157
5930700,157
5933713,157
5933817,157
5949483,157
5954798,157
5960416,157
5974407,157
5996997,157
6006260,157
6023684,157
6026376,157
6031354,157
6038031,157
6047196,157
6052675,157
6052773,157
6053935,157
6061451,157
6068628,157
6069490,157
6077674,157
6085030,157
6089320,157
6092114,157
6101443,157
6101508,157
6104800,157
6116743,157
6121676,157
6132306,157
6135987,157
6146272,157
6152856,157
6178034,157
6179711,157
6206914,157
6217528,157
6229161,157
6233577,157
6243667,157
6249801,157
6273888,157
6287202,157
6312332,157
6325285,157
6341316,157
6358149,157
6376828,157
6379188,157
6384918,157
6401075,157
6409750,157
6413162,157
6428859,157
6457010,157
6460848,157
6546388,157
6594699,157
6605111,157
6606708,157
6609199,157
6690026,157
6766320,157
6801604,157
6864875,157
6961598,157
8-190099,157
"""WO 99/03407""",156
"""WO 99/03409""",156
1446563,156
1974543,156
2001-133745,156
2001/0049342,156
2002/0170970,156
2003/0055427,156
2003/0069570,156
2003/0076301,156
2003/0139180,156
2004/0043569,156
2005/0240778,156
2007/0233068,156
2104423,156
2668538,156
3477506,156
3676242,156
371664,156
3804172,156
3871015,156
3886941,156
3961314,156
3993749,156
4021224,156
4048990,156
4076596,156
4077412,156
4246339,156
4253146,156
4275413,156
4298006,156
4335426,156
4388166,156
4395600,156
4404066,156
4405297,156
4423379,156
4456971,156
4458109,156
4459977,156
4473665,156
4538920,156
4553541,156
4567885,156
4592306,156
4619643,156
4626684,156
4643876,156
4669004,156
4683481,156
4705507,156
4707218,156
4714460,156
4766958,156
4812994,156
4813424,156
4827500,156
4834890,156
4883750,156
4885363,156
4936833,156
4942525,156
4953122,156
4978336,156
4986355,156
4995857,156
5-127179,156
5012333,156
5023341,156
5023725,156
5037986,156
5047047,156
5057095,156
5084071,156
5098433,156
5100899,156
5106386,156
5117819,156
5119188,156
5141850,156
5162828,156
5203075,156
5212549,156
5214582,156
5215101,156
5215522,156
5221036,156
5223698,156
5230184,156
5240846,156
5247591,156
5270241,156
5301231,156
5306300,156
5311421,156
5333095,156
5337909,156
5343516,156
5350391,156
5360067,156
5361091,156
5369707,156
5371778,156
5374976,156
5384133,156
5387742,156
5405360,156
5416313,156
5422813,156
5423334,156
5430664,156
5439649,156
5442837,156
5453090,156
5454717,156
5467405,156
5484664,156
5502333,156
5512159,156
5519561,156
5524137,156
5527331,156
5534917,156
5540375,156
5553242,156
5555446,156
5563400,156
5571166,156
5572804,156
5574470,156
5586766,156
5590657,156
5593912,156
5600706,156
5601604,156
5616338,156
5621455,156
5628787,156
5643320,156
5646828,156
5657625,156
5689565,156
5695400,156
5707359,156
5710885,156
5731804,156
5742816,156
5743251,156
5748468,156
5748789,156
5750376,156
5757416,156
5770222,156
5784576,156
5800352,156
5802176,156
5809287,156
5828851,156
5843167,156
5853412,156
5864870,156
5870537,156
5880677,156
5881311,156
5886988,156
5887187,156
5910142,156
5920700,156
5922537,156
5938669,156
5939090,156
5946662,156
5948062,156
5960341,156
5966532,156
5970477,156
5978484,156
5985740,156
5989277,156
5999967,156
6007487,156
6017363,156
6019783,156
6043563,156
6045509,156
6052586,156
6054270,156
6072299,156
6087722,156
6098093,156
6100166,156
6116505,156
6134660,156
6140452,156
6150668,156
6182894,156
6197181,156
6207994,156
6210412,156
6230012,156
6231744,156
6240124,156
6240316,156
6246677,156
6249772,156
6250984,156
6261222,156
6269472,156
6275388,156
6275599,156
6276996,156
6281577,156
6290615,156
6312447,156
6313786,156
6333205,156
6366987,156
6378130,156
6387121,156
6397379,156
6402752,156
6414385,156
6424029,156
6430395,156
6433676,156
6461366,156
6469991,156
6477424,156
6484156,156
6510503,156
6571245,156
6578066,156
6591302,156
6594090,156
6599185,156
6630772,156
6633782,156
6656194,156
6671757,156
6679332,156
6687427,156
6695860,156
6721286,156
6785592,156
6812824,156
7147638,156
7167844,156
"""2 137 392""",155
"""WO 00/02599""",155
"""WO 2005/059645""",155
"""WO 95/02369""",155
"""WO 98/17331""",155
"""WO 99/63981""",155
2001-330837,155
2002/0002326,155
2002/0132482,155
2002/0133491,155
2002/0180803,155
2003/0074580,155
2003/0100821,155
2004/0064068,155
2004/0094627,155
2005/0119669,155
2005/0164502,155
2006/0110878,155
2008/0169330,155
2008/0169331,155
2008/0169332,155
2008/0169333,155
2008/0287766,155
2008/0306368,155
2127903,155
2430200,155
3213551,155
3612758,155
3784585,155
3906329,155
3955578,155
3993073,155
4-368851,155
4168205,155
4198052,155
4234599,155
4245624,155
4245630,155
4257699,155
4272596,155
4274078,155
4306768,155
4316472,155
4358105,155
4369442,155
4396880,155
4396915,155
4399503,155
4422105,155
4470158,155
4507115,155
4508170,155
4520353,155
4525374,155
4535333,155
4583968,155
4596559,155
4608296,155
4642126,155
4658290,155
4667203,155
4668968,155
4677742,155
4685056,155
4688998,155
4701587,155
4713326,155
4731049,155
4739474,155
4740675,155
4758220,155
4771391,155
4824435,155
4852500,155
4864497,155
4879556,155
4882579,155
4883055,155
4893271,155
4897268,155
4907156,155
4918031,155
4924012,155
4928674,155
4933743,155
4956591,155
4960488,155
4995174,155
4996077,155
5-318724,155
5006909,155
5032927,155
5071417,155
5083296,155
5101404,155
5108755,155
5112305,155
5129913,155
5141905,155
5148301,155
5161820,155
5188106,155
5197470,155
5207585,155
5212295,155
5214650,155
5215528,155
5217455,155
5219564,155
5223926,155
5224166,155
5225922,155
5231631,155
5237612,155
5249120,155
5250263,155
5258330,155
5259613,155
5261913,155
5266514,155
5282806,155
5283500,155
5291482,155
5292309,155
5297548,155
5301090,155
5302233,155
5303214,155
5312024,155
5332038,155
5344454,155
5350723,155
5383923,155
5396227,155
5399491,155
5428690,155
5437681,155
5443506,155
5464764,155
5467794,155
5469298,155
5470257,155
5475735,155
5489771,155
5497317,155
5500513,155
5504041,155
5512439,155
5519605,155
5519606,155
5521837,155
5529657,155
5531677,155
5539883,155
5542128,155
5545211,155
5551516,155
5555404,155
5559312,155
5559958,155
5571096,155
5572354,155
5573548,155
5578044,155
5593741,155
5600368,155
5603331,155
5611900,155
5619555,155
5626605,155
5635191,155
5638501,155
5644766,155
5652908,155
5665109,155
5665222,155
5681310,155
5684965,155
5692180,155
5701666,155
5703692,155
5706428,155
5724588,155
5726884,155
5732397,155
5775762,155
5787172,155
5796395,155
5802465,155
5810607,155
5810836,155
5815662,155
5819273,155
5835616,155
5838458,155
5843080,155
5848837,155
5857190,155
5867795,155
5870030,155
5870545,155
5883377,155
5884027,155
5888148,155
5895440,155
5903225,155
5917822,155
5928130,155
5931947,155
5950177,155
5954716,155
5955509,155
5958358,155
5965408,155
5976146,155
5999907,155
6002722,155
6009429,155
6011794,155
6013385,155
6026416,155
6030414,155
6032356,155
6048346,155
6055518,155
6081456,155
6091951,155
6096068,155
6110929,155
6115636,155
6122668,155
6123701,155
6128663,155
6132970,155
6154776,155
6160489,155
6172011,155
6189098,155
6202210,155
6209672,155
6253443,155
6266564,155
6281952,155
6286052,155
6288707,155
6294999,155
6303963,155
6307955,155
6317364,155
6327570,155
6330426,155
6334153,155
6340822,155
6350041,155
6402614,155
6409401,155
6434696,155
6436140,155
6438705,155
6473069,155
6494830,155
6498358,155
6503231,155
6527767,155
6546268,155
6609213,155
6617962,155
6642102,155
6656162,155
6670880,155
6674090,155
6691232,155
6724452,155
6792615,155
6820688,155
6966907,155
6980962,155
7-128674,155
7069234,155
7083618,155
7089293,155
7096054,155
7097089,155
7295867,155
8-240807,155
"""0 831 599""",154
"""0 879 595""",154
"""WO 95/16323""",154
11-109388,154
1355846,154
2000-310784,154
2001-215459,154
2001-305563,154
2002/0007215,154
2002/0076507,154
2002/0082621,154
2003/0043637,154
2005/0185269,154
2005/0211571,154
2005/0288672,154
2006/0178918,154
2006/0278680,154
3419593,154
3622319,154
3859527,154
3866610,154
3911766,154
3923060,154
3929971,154
3942535,154
3989049,154
3989248,154
4051522,154
4071430,154
4072576,154
4078929,154
4232199,154
4250053,154
4271606,154
4328813,154
4352960,154
4362160,154
4387769,154
4405314,154
4413339,154
4414621,154
4476468,154
4495629,154
4509093,154
4571599,154
4574804,154
4582396,154
4592356,154
4599198,154
4616652,154
4631625,154
4637697,154
4640489,154
4686698,154
4703435,154
4725719,154
4728591,154
4744363,154
4753710,154
4769510,154
4771448,154
4799745,154
4810804,154
4819609,154
4821118,154
4850354,154
4865019,154
4865591,154
4887367,154
4898789,154
4924492,154
4947345,154
4954958,154
4962058,154
4965742,154
4969647,154
4974941,154
4991764,154
4992866,154
5002350,154
5002542,154
5019073,154
5026366,154
5032113,154
5038209,154
5047215,154
5059654,154
5075077,154
5104621,154
5108415,154
5129392,154
5142612,154
5163955,154
5168072,154
5195507,154
5197466,154
